session_id,raw_text,predicted_intent,confidence_score,destination,parsed_budget,no_results_flag,timestamp,segment_label
drift_72145_897,chính sách hủy tour gấp ạ,ask_policy_booking,0.979,,,0,2026-05-14 05:08:03.469097,drift
drift_77447_658,alo,greet,0.915,,,0,2026-05-14 05:29:40.549998,drift
drift_66617_314,chi phí tour Cao Bằng gấp ạ,search_price,0.979,Cao Bằng,10000000.0,0,2026-05-14 05:51:17.630899,drift
drift_34622_90,cho mình xin villa Huế,search_accommodation,0.871,Huế,20000000.0,0,2026-05-14 06:12:54.711800,drift
drift_77895_284,Tà Xùa có gì đẹp ạ,ask_location_feature,0.956,Tà Xùa,,0,2026-05-14 06:34:31.792700,drift
drift_31496_766,đi Hà Nội chi phí thế nào,search_travel,0.869,Hà Nội,,0,2026-05-14 06:56:08.873601,drift
drift_67186_0,đi Đà Nẵng 5 ngày 4 đêm nên đi đâu,ask_itinerary,0.916,Đà Nẵng,10000000.0,0,2026-05-14 07:17:45.954502,drift
drift_20050_942,hoàn tiền thế nào,ask_policy_booking,0.975,,,0,2026-05-14 07:39:23.035403,drift
drift_17245_411,cho mình hỏi tour Huế tư vấn với,search_travel,0.881,Huế,15000000.0,0,2026-05-14 08:01:00.116303,drift
drift_51454_430,đi Phú Quốc 5 ngày 2 đêm nên đi đâu nhé,ask_itinerary,0.891,Phú Quốc,300000.0,0,2026-05-14 08:22:37.197204,drift
drift_99728_24,Hà Giang,inform,0.906,Hà Giang,5000000.0,0,2026-05-14 08:44:14.278105,drift
drift_67700_788,bạn có biết nấu ăn không,out_of_scope,0.862,,,0,2026-05-14 09:05:51.359006,drift
drift_81312_855,thông tin chi tiết tour Vũng Tàu,ask_tour_info,0.965,Vũng Tàu,,0,2026-05-14 09:27:28.439906,drift
drift_86443_190,đồ ăn Đà Nẵng thế nào,search_food_dining,0.968,Đà Nẵng,,0,2026-05-14 09:49:05.520807,drift
drift_79217_398,có tour nào đi Đà Lạt không nha,search_travel,0.898,Đà Lạt,10000000.0,0,2026-05-14 10:10:42.601708,drift
drift_32384_630,ok cảm ơn nhé,goodbye,0.864,,,0,2026-05-14 10:32:19.682609,drift
drift_57148_354,ăn gì ở Hà Nội ạ,search_food_dining,0.908,Hà Nội,,0,2026-05-14 10:53:56.763509,drift
drift_82595_582,giá tour này bao nhiêu gấp ạ,search_price,0.895,,,0,2026-05-14 11:15:33.844410,drift
drift_74537_246,có tour nào đi Hà Nội không nhé,search_travel,0.903,Hà Nội,5000000.0,0,2026-05-14 11:37:10.925311,drift
drift_92483_649,Măng Đen có gì đẹp gấp ạ,ask_location_feature,0.985,Măng Đen,,0,2026-05-14 11:58:48.006212,drift
drift_24606_314,hi bot ơi,greet,0.879,,,1,2026-05-14 12:20:25.087112,drift
drift_78858_640,tạm biệt,goodbye,0.982,,,0,2026-05-14 12:42:02.168013,drift
drift_44353_346,có resort nào ở Đà Lạt không,search_accommodation,0.898,Đà Lạt,20000000.0,0,2026-05-14 13:03:39.248914,drift
drift_13551_901,tháng 1,inform,0.927,,20000000.0,0,2026-05-14 13:25:16.329815,drift
drift_32399_654,đồ ăn Hà Giang thế nào gấp ạ,search_food_dining,0.96,Hà Giang,,0,2026-05-14 13:46:53.410715,drift
drift_64003_447,nên đi đâu chơi,search_destination,0.923,,,0,2026-05-14 14:08:30.491616,drift
drift_26468_852,chi phí tour Hội An shop,search_price,0.906,Hội An,10000000.0,0,2026-05-14 14:30:07.572517,drift
drift_67392_273,đăng ký tour Nha Trang,book_tour,0.943,Nha Trang,,0,2026-05-14 14:51:44.653418,drift
drift_88954_119,tour này có hdv không,ask_tour_info,0.882,,,0,2026-05-14 15:13:21.734318,drift
drift_58811_949,gợi ý điểm du lịch nha,search_destination,0.927,,,0,2026-05-14 15:34:58.815219,drift
drift_89811_49,cho mình hỏi tour Vũng Tàu,search_travel,0.937,Vũng Tàu,,0,2026-05-14 15:56:35.896120,drift
drift_81056_55,có được hoàn không,ask_policy_booking,0.973,,,0,2026-05-14 16:18:12.977021,drift
drift_98692_907,Hà Nội có gì chơi,ask_location_feature,0.977,Hà Nội,,0,2026-05-14 16:39:50.057921,drift
drift_83649_7,ai lập trình ra bạn shop,bot_challenge,0.982,,,0,2026-05-14 17:01:27.138822,drift
drift_88518_445,hey,greet,0.986,,,0,2026-05-14 17:23:04.219723,drift
drift_94448_829,bao gồm những gì nhé,ask_tour_info,0.9,,10000000.0,0,2026-05-14 17:44:41.300624,drift
drift_25000_705,cảm ơn,goodbye,0.855,,,0,2026-05-14 18:06:18.381524,drift
drift_62904_258,có homestay nào ở Phú Quốc không,search_accommodation,0.923,Phú Quốc,15000000.0,0,2026-05-14 18:27:55.462425,drift
drift_41212_369,alo,greet,0.858,,,0,2026-05-14 18:49:32.543326,drift
drift_88896_428,lịch trình tour Hà Nội shop,ask_tour_info,0.939,Hà Nội,8000000.0,0,2026-05-14 19:11:09.624227,drift
drift_69996_645,tour giá rẻ ạ,search_price,0.882,,,0,2026-05-14 19:32:46.705127,drift
drift_20651_173,tháng 5,inform,0.856,,,0,2026-05-14 19:54:23.786028,drift
drift_94797_169,Hà Nội tư vấn với,nlu_fallback,0.943,Hà Nội,,0,2026-05-14 20:16:00.866929,drift
drift_28978_263,chính sách hủy tour,ask_policy_booking,0.863,,,0,2026-05-14 20:37:37.947830,drift
drift_28976_835,đi Phú Quốc bằng gì tư vấn với,ask_transportation,0.871,Phú Quốc,,1,2026-05-14 20:59:15.028730,drift
drift_17196_811,bạn có biết nấu ăn không,out_of_scope,0.909,,,0,2026-05-14 21:20:52.109631,drift
drift_36350_820,du lịch tiết kiệm,search_price,0.868,,20000000.0,0,2026-05-14 21:42:29.190532,drift
drift_26578_401,đi Huế 5 ngày 3 đêm nên đi đâu,ask_itinerary,0.935,Huế,8000000.0,0,2026-05-14 22:04:06.271433,drift
drift_66826_977,cho em xin tour Hội An 20000k,search_travel,0.887,Hội An,20000000.0,0,2026-05-14 22:25:43.352333,drift
drift_12648_811,tìm khách sạn giá rẻ Hà Giang bot ơi,search_accommodation,0.94,Hà Giang,10000000.0,0,2026-05-14 22:47:20.433234,drift
drift_51433_111,có quán nào ngon ở Phú Quốc,search_food_dining,0.921,Phú Quốc,,0,2026-05-14 23:08:57.514135,drift
drift_41028_360,lịch trình tour Nha Trang,ask_tour_info,0.861,Nha Trang,5000000.0,0,2026-05-14 23:30:34.595036,drift
drift_31793_110,đi Đà Lạt chi phí thế nào shop,search_travel,0.985,Đà Lạt,10000000.0,0,2026-05-14 23:52:11.675936,drift
drift_68641_425,Hà Nội,inform,0.922,Hà Nội,,0,2026-05-15 00:13:48.756837,drift
drift_59491_373,ăn gì ở Hà Nội,search_food_dining,0.892,Hà Nội,,0,2026-05-15 00:35:25.837738,drift
drift_73676_83,tầm 20000k shop,inform,0.958,,,0,2026-05-15 00:57:02.918639,drift
drift_89255_477,tìm chỗ trekking,search_activity,0.928,,,0,2026-05-15 01:18:39.999539,drift
drift_75925_873,có,affirm,0.91,,,0,2026-05-15 01:40:17.080440,drift
drift_62788_971,thông tin chi tiết tour Hà Giang,ask_tour_info,0.916,Hà Giang,,0,2026-05-15 02:01:54.161341,drift
drift_77767_925,đi Hội An bằng gì,ask_transportation,0.984,Hội An,,0,2026-05-15 02:23:31.242242,drift
drift_33941_924,tháng 12 đi đâu đẹp,search_destination,0.866,,,0,2026-05-15 02:45:08.323142,drift
drift_54796_4,đi Đà Nẵng bằng gì,ask_transportation,0.864,Đà Nẵng,,0,2026-05-15 03:06:45.404043,drift
drift_57772_365,cho em xin tour Đà Nẵng 20 triệu,search_travel,0.867,Đà Nẵng,10000000.0,0,2026-05-15 03:28:22.484944,drift
drift_90788_713,có nha,affirm,0.904,,,0,2026-05-15 03:49:59.565845,drift
drift_71882_406,cho mình xin nhà nghỉ Phú Quốc,search_accommodation,0.868,Phú Quốc,5000000.0,0,2026-05-15 04:11:36.646745,drift
drift_83976_474,ở Đà Nẵng có resort nào tốt ạ,search_accommodation,0.856,Đà Nẵng,20000000.0,0,2026-05-15 04:33:13.727646,drift
drift_95262_443,tour này có hdv không nha,ask_tour_info,0.967,,3000000.0,0,2026-05-15 04:54:50.808547,drift
drift_66561_845,thôi,deny,0.927,,,0,2026-05-15 05:16:27.889448,drift
drift_96038_337,bao gồm những gì,ask_tour_info,0.895,,3000000.0,0,2026-05-15 05:38:04.970348,drift
drift_63050_580,nên đi đâu chơi,search_destination,0.979,,,0,2026-05-15 05:59:42.051249,drift
drift_55697_406,phương tiện đi Phú Quốc,ask_transportation,0.954,Phú Quốc,,0,2026-05-15 06:21:19.132150,drift
drift_23937_798,bạn có biết nấu ăn không nhé,out_of_scope,0.945,,,0,2026-05-15 06:42:56.213051,drift
drift_36794_482,cho thuê xe chèo thuyền gấp ạ,search_activity,0.906,,,0,2026-05-15 07:04:33.293951,drift
drift_28618_597,mình cần tìm tour Đà Lạt giá rẻ,search_travel,0.982,Đà Lạt,,0,2026-05-15 07:26:10.374852,drift
drift_84595_964,được bot ơi,affirm,0.916,,,0,2026-05-15 07:47:47.455753,drift
drift_51186_779,tôi muốn đi Nha Trang ạ,search_travel,0.87,Nha Trang,10000000.0,0,2026-05-15 08:09:24.536654,drift
drift_47846_125,có được hoàn không,ask_policy_booking,0.93,,,0,2026-05-15 08:31:01.617554,drift
drift_66118_1,bye,goodbye,0.942,,,0,2026-05-15 08:52:38.698455,drift
drift_69332_907,tìm tour Sapa 4 ngày 3 đêm,search_travel,0.959,Sapa,,0,2026-05-15 09:14:15.779356,drift
drift_81606_541,Đà Lạt gấp ạ,nlu_fallback,0.987,Đà Lạt,,0,2026-05-15 09:35:52.860257,drift
drift_84973_570,ok cảm ơn ạ,goodbye,0.857,,,0,2026-05-15 09:57:29.941157,drift
drift_50675_115,hoàn tiền thế nào,ask_policy_booking,0.859,,,0,2026-05-15 10:19:07.022058,drift
drift_45246_776,muốn đi du lịch Vũng Tàu 10000k bot ơi,search_travel,0.92,Vũng Tàu,,0,2026-05-15 10:40:44.102959,drift
drift_53228_808,có chỗ nào chèo thuyền không nha,search_activity,0.918,,,0,2026-05-15 11:02:21.183860,drift
drift_84936_713,đi Hà Giang bằng gì gấp ạ,ask_transportation,0.873,Hà Giang,,0,2026-05-15 11:23:58.264760,drift
drift_73871_672,cho mình xin khách sạn Đà Nẵng,search_accommodation,0.977,Đà Nẵng,1500000.0,0,2026-05-15 11:45:35.345661,drift
drift_13257_158,có nơi nào đẹp để đi chơi không,search_destination,0.866,,,0,2026-05-15 12:07:12.426562,drift
drift_69082_471,bạn có biết nấu ăn không gấp ạ,out_of_scope,0.898,,,0,2026-05-15 12:28:49.507463,drift
drift_27060_738,có chỗ nào đạp xe không gấp ạ,search_activity,0.93,,,0,2026-05-15 12:50:26.588363,drift
drift_82314_766,muốn đặt tour Hà Giang,book_tour,0.933,Hà Giang,,0,2026-05-15 13:12:03.669264,drift
drift_75121_426,ai lập trình ra bạn,bot_challenge,0.933,,,0,2026-05-15 13:33:40.750165,drift
drift_83978_757,từ Sài Gòn đi Đà Nẵng bằng xe gì,search_travel,0.882,Đà Nẵng,8000000.0,0,2026-05-15 13:55:17.831066,drift
drift_62251_6,tháng 11,inform,0.982,,,0,2026-05-15 14:16:54.911966,drift
drift_49752_755,tour giá rẻ ạ,search_price,0.988,,,0,2026-05-15 14:38:31.992867,drift
drift_81706_238,tháng 9,inform,0.957,,,0,2026-05-15 15:00:09.073768,drift
drift_39691_426,ừ tư vấn với,affirm,0.945,,,0,2026-05-15 15:21:46.154669,drift
drift_56001_959,chi phí tour Nha Trang,search_price,0.853,Nha Trang,2000000.0,0,2026-05-15 15:43:23.235569,drift
drift_84298_481,ai lập trình ra bạn,bot_challenge,0.889,,,0,2026-05-15 16:05:00.316470,drift
drift_51542_288,đặt tour Đà Nẵng,book_tour,0.982,Đà Nẵng,,0,2026-05-15 16:26:37.397371,drift
drift_20933_29,tầm 2 triệu,inform,0.971,,2000000.0,0,2026-05-15 16:48:14.478272,drift
drift_48631_863,đi Tà Xùa chi phí bao nhiêu,search_price,0.989,Tà Xùa,,0,2026-05-15 17:09:51.559172,drift
drift_96448_457,bạn là ai tư vấn với,bot_challenge,0.974,,,0,2026-05-15 17:31:28.640073,drift
drift_34577_305,từ Hà Nội đi Vũng Tàu bằng xe gì,search_travel,0.856,Vũng Tàu,15000000.0,0,2026-05-15 17:53:05.720974,drift
drift_75715_279,đi Hội An chi phí thế nào,search_travel,0.954,Hội An,,0,2026-05-15 18:14:42.801875,drift
drift_42269_126,gợi ý lịch trình Hà Nội 2 ngày 3 đêm,ask_itinerary,0.949,Hà Nội,2000000.0,0,2026-05-15 18:36:19.882775,drift
drift_11868_746,từ Vinh đi Nha Trang bằng xe gì,search_travel,0.858,Nha Trang,,0,2026-05-15 18:57:56.963676,drift
drift_97907_341,giá tour này bao nhiêu nhé,search_price,0.973,,8000000.0,0,2026-05-15 19:19:34.044577,drift
drift_96890_210,đặt tour Hội An bot ơi,book_tour,0.927,Hội An,,0,2026-05-15 19:41:11.125478,drift
drift_52506_550,có tour nào đi Hà Nội không,search_travel,0.877,Hà Nội,,0,2026-05-15 20:02:48.206378,drift
drift_26192_347,gợi ý lịch trình Đà Nẵng 4 ngày 1 đêm,ask_itinerary,0.902,Đà Nẵng,,0,2026-05-15 20:24:25.287279,drift
drift_49656_720,bao gồm những gì,ask_tour_info,0.867,,15000000.0,0,2026-05-15 20:46:02.368180,drift
drift_84939_576,ok,affirm,0.867,,,0,2026-05-15 21:07:39.449081,drift
drift_37843_366,Hội An có gì chơi,ask_location_feature,0.91,Hội An,,0,2026-05-15 21:29:16.529981,drift
drift_12682_634,có nơi nào đẹp để đi chơi không,search_destination,0.905,,,0,2026-05-15 21:50:53.610882,drift
drift_39771_273,cho mình hỏi tour Hội An nha,search_travel,0.856,Hội An,2000000.0,0,2026-05-15 22:12:30.691783,drift
drift_13126_263,tạm biệt bot ơi,goodbye,0.862,,,0,2026-05-15 22:34:07.772684,drift
drift_16529_352,được,affirm,0.894,,,0,2026-05-15 22:55:44.853584,drift
drift_91926_679,bạn có biết nấu ăn không,out_of_scope,0.869,,,0,2026-05-15 23:17:21.934485,drift
drift_82975_368,đi glamping ở đâu,search_activity,0.852,,,0,2026-05-15 23:38:59.015386,drift
drift_29681_656,Vũng Tàu,inform,0.973,Vũng Tàu,,0,2026-05-16 00:00:36.096287,drift
drift_81235_934,phương tiện đi Hà Giang,ask_transportation,0.88,Hà Giang,,0,2026-05-16 00:22:13.177187,drift
drift_47018_678,bao gồm những gì,ask_tour_info,0.865,,10000000.0,0,2026-05-16 00:43:50.258088,drift
drift_93050_858,giá tour này bao nhiêu,search_price,0.878,,5000000.0,0,2026-05-16 01:05:27.338989,drift
drift_39104_705,đi cắm trại ở đâu shop,search_activity,0.866,,,0,2026-05-16 01:27:04.419890,drift
drift_87304_219,bạn tên gì,bot_challenge,0.862,,,0,2026-05-16 01:48:41.500790,drift
drift_78330_616,từ Đà Nẵng đi Huế bằng xe gì,search_travel,0.987,Đà Nẵng,,0,2026-05-16 02:10:18.581691,drift
drift_84955_479,được,affirm,0.876,,,1,2026-05-16 02:31:55.662592,drift
drift_92510_397,phương tiện đi Vũng Tàu,ask_transportation,0.901,Vũng Tàu,,0,2026-05-16 02:53:32.743493,drift
drift_45160_79,tour này có hdv không,ask_tour_info,0.854,,5000000.0,0,2026-05-16 03:15:09.824393,drift
drift_61626_89,tìm chỗ đạp xe nhé,search_activity,0.965,,,0,2026-05-16 03:36:46.905294,drift
drift_41695_466,cho mình hỏi số điện thoại,out_of_scope,0.963,,,0,2026-05-16 03:58:23.986195,drift
drift_90012_470,Sapa có gì đẹp,ask_location_feature,0.891,Sapa,,0,2026-05-16 04:20:01.067096,drift
drift_69756_445,ừ nha,affirm,0.968,,,0,2026-05-16 04:41:38.147996,drift
drift_87218_853,mở cửa hàng lúc mấy giờ,out_of_scope,0.856,,,0,2026-05-16 05:03:15.228897,drift
drift_36946_331,bạn tên gì,bot_challenge,0.915,,,0,2026-05-16 05:24:52.309798,drift
drift_85508_538,cho mình hỏi tour Nha Trang tư vấn với,search_travel,0.95,Nha Trang,,0,2026-05-16 05:46:29.390699,drift
drift_43919_677,muốn chèo thuyền ở Nha Trang,search_activity,0.902,Nha Trang,,0,2026-05-16 06:08:06.471599,drift
drift_13328_306,mình cần tìm tour Đà Lạt giá rẻ ạ,search_travel,0.912,Đà Lạt,5000000.0,0,2026-05-16 06:29:43.552500,drift
drift_60316_882,Hội An,nlu_fallback,0.851,Hội An,,0,2026-05-16 06:51:20.633401,drift
drift_88078_22,cho mình xin villa Đà Lạt gấp ạ,search_accommodation,0.987,Đà Lạt,15000000.0,0,2026-05-16 07:12:57.714302,drift
drift_23489_835,ok bạn,affirm,0.911,,,0,2026-05-16 07:34:34.795202,drift
drift_89408_583,chi phí tour Sapa,search_price,0.87,Sapa,,1,2026-05-16 07:56:11.876103,drift
drift_48441_655,tạm biệt,goodbye,0.863,,,0,2026-05-16 08:17:48.957004,drift
drift_11376_165,đi Nha Trang chi phí thế nào gấp ạ,search_travel,0.881,Nha Trang,,0,2026-05-16 08:39:26.037905,drift
drift_13722_259,chào bạn nhé,greet,0.964,,,0,2026-05-16 09:01:03.118805,drift
drift_18773_817,chính sách hủy tour bot ơi,ask_policy_booking,0.909,,,0,2026-05-16 09:22:40.199706,drift
drift_69921_83,giá tour này bao nhiêu,search_price,0.912,,,0,2026-05-16 09:44:17.280607,drift
drift_67443_913,thời tiết hôm nay thế nào,out_of_scope,0.917,,,0,2026-05-16 10:05:54.361508,drift
drift_14165_841,mình cần tìm tour Hội An giá rẻ nha,search_travel,0.948,Hội An,,0,2026-05-16 10:27:31.442408,drift
drift_40381_785,chữa lành,inform,0.894,,5000000.0,0,2026-05-16 10:49:08.523309,drift
drift_58046_798,đi tàu hỏa nhé,inform,0.86,,2000000.0,0,2026-05-16 11:10:45.604210,drift
drift_15526_520,mình cần tìm tour Phú Quốc giá rẻ bot ơi,search_travel,0.953,Phú Quốc,15000000.0,0,2026-05-16 11:32:22.685111,drift
drift_67905_150,tour này có hdv không shop,ask_tour_info,0.929,,10000000.0,0,2026-05-16 11:53:59.766011,drift
drift_43005_927,du lịch tiết kiệm,search_price,0.9,,20000000.0,0,2026-05-16 12:15:36.846912,drift
drift_57101_72,Nha Trang,nlu_fallback,0.909,Nha Trang,,0,2026-05-16 12:37:13.927813,drift
drift_50204_719,Sapa tư vấn với,nlu_fallback,0.918,Sapa,,0,2026-05-16 12:58:51.008714,drift
drift_43847_133,chào bạn,greet,0.934,,,0,2026-05-16 13:20:28.089614,drift
drift_70296_602,đi xe khách nhé shop,inform,0.871,,15000000.0,0,2026-05-16 13:42:05.170515,drift
drift_47200_928,từ Vinh đi Hà Nội bằng xe gì,search_travel,0.973,Hà Nội,1500000.0,1,2026-05-16 14:03:42.251416,drift
drift_82153_476,đi Hà Giang 3 ngày 3 đêm nên đi đâu,ask_itinerary,0.863,Hà Giang,2000000.0,0,2026-05-16 14:25:19.332317,drift
drift_66045_106,khoảng 5 ngày 3 đêm bot ơi,inform,0.918,,,0,2026-05-16 14:46:56.413217,drift
drift_44775_380,tầm 10000k,inform,0.882,,200000.0,1,2026-05-16 15:08:33.494118,drift
drift_60808_722,đăng ký tour Sapa ạ,book_tour,0.881,Sapa,,0,2026-05-16 15:30:10.575019,drift
drift_50244_670,đi leo núi ở đâu,search_activity,0.963,,,0,2026-05-16 15:51:47.655920,drift
drift_18720_458,ừ nhé,affirm,0.907,,,0,2026-05-16 16:13:24.736820,drift
drift_16773_958,bao gồm những gì,ask_tour_info,0.97,,3000000.0,0,2026-05-16 16:35:01.817721,drift
drift_52313_849,Nha Trang,nlu_fallback,0.898,Nha Trang,,0,2026-05-16 16:56:38.898622,drift
drift_66097_766,giải bài tập này giúp tôi,out_of_scope,0.886,,,0,2026-05-16 17:18:15.979523,drift
drift_45255_416,đi Hội An mùa nào đẹp tư vấn với,search_travel,0.884,Hội An,15000000.0,0,2026-05-16 17:39:53.060424,drift
drift_20800_232,tour này có hdv không bot ơi,ask_tour_info,0.92,,15000000.0,0,2026-05-16 18:01:30.141324,drift
drift_76222_837,chính sách hủy tour,ask_policy_booking,0.891,,,0,2026-05-16 18:23:07.222225,drift
drift_86689_290,có villa nào ở Nha Trang không ạ,search_accommodation,0.871,Nha Trang,20000000.0,0,2026-05-16 18:44:44.303126,drift
drift_53158_50,thời tiết hôm nay thế nào,out_of_scope,0.936,,,0,2026-05-16 19:06:21.384027,drift
drift_39888_97,có được hoàn không,ask_policy_booking,0.983,,,1,2026-05-16 19:27:58.464927,drift
drift_52616_233,cho thuê xe cắm trại shop,search_activity,0.97,,,0,2026-05-16 19:49:35.545828,drift
drift_11023_678,ăn gì ở Phú Quý,search_food_dining,0.85,Phú Quý,,0,2026-05-16 20:11:12.626729,drift
drift_13733_976,đi xe khách nhé,inform,0.861,,300000.0,1,2026-05-16 20:32:49.707630,drift
drift_91295_238,chính sách hủy tour bot ơi,ask_policy_booking,0.927,,,0,2026-05-16 20:54:26.788530,drift
drift_94594_380,có chỗ nào dù lượn không,search_activity,0.901,,,0,2026-05-16 21:16:03.869431,drift
drift_20580_483,có xe khách đi Đà Lạt không,ask_transportation,0.903,Đà Lạt,,1,2026-05-16 21:37:40.950332,drift
drift_84304_334,đi Phú Quốc 2 ngày 4 đêm nên đi đâu,ask_itinerary,0.923,Phú Quốc,,0,2026-05-16 21:59:18.031233,drift
drift_26588_673,có chỗ nào dù lượn không,search_activity,0.915,,,0,2026-05-16 22:20:55.112133,drift
drift_70567_964,đi máy bay nhé,inform,0.87,,5000000.0,0,2026-05-16 22:42:32.193034,drift
drift_40621_135,nên đi đâu chơi nha,search_destination,0.895,,,0,2026-05-16 23:04:09.273935,drift
drift_74915_566,mở cửa hàng lúc mấy giờ,out_of_scope,0.918,,,0,2026-05-16 23:25:46.354836,drift
drift_49119_26,có được hoàn không nha,ask_policy_booking,0.903,,,0,2026-05-16 23:47:23.435736,drift
drift_65781_486,cho thuê xe cắm trại,search_activity,0.919,,,0,2026-05-17 00:09:00.516637,drift
drift_97997_492,lịch trình tour Huế,ask_tour_info,0.888,Huế,,0,2026-05-17 00:30:37.597538,drift
drift_41081_770,ok bạn,affirm,0.903,,,0,2026-05-17 00:52:14.678439,drift
drift_72367_81,bạn có biết nấu ăn không,out_of_scope,0.987,,,0,2026-05-17 01:13:51.759339,drift
drift_57637_14,Nha Trang,nlu_fallback,0.911,Nha Trang,,0,2026-05-17 01:35:28.840240,drift
drift_43486_845,Đà Lạt,nlu_fallback,0.979,Đà Lạt,,0,2026-05-17 01:57:05.921141,drift
drift_71959_467,thời tiết hôm nay thế nào gấp ạ,out_of_scope,0.952,,,0,2026-05-17 02:18:43.002042,drift
drift_11879_704,hey,greet,0.881,,,0,2026-05-17 02:40:20.082942,drift
drift_29417_499,có được hoàn không,ask_policy_booking,0.881,,,0,2026-05-17 03:01:57.163843,drift
drift_31165_233,không,deny,0.956,,,0,2026-05-17 03:23:34.244744,drift
drift_32785_365,có nha,affirm,0.934,,,0,2026-05-17 03:45:11.325645,drift
drift_95665_528,Nha Trang,inform,0.854,Nha Trang,10000000.0,0,2026-05-17 04:06:48.406545,drift
drift_80958_58,hi,greet,0.871,,,0,2026-05-17 04:28:25.487446,drift
drift_48961_362,Tà Năng nhé,nlu_fallback,0.98,Tà Năng,,0,2026-05-17 04:50:02.568347,drift
drift_97419_965,tìm chỗ leo núi nha,search_activity,0.926,,,0,2026-05-17 05:11:39.649248,drift
drift_65433_268,tháng 5 đi đâu đẹp ạ,search_destination,0.904,,,0,2026-05-17 05:33:16.730148,drift
drift_44717_190,ai lập trình ra bạn,bot_challenge,0.86,,,0,2026-05-17 05:54:53.811049,drift
drift_15678_689,du lịch tiết kiệm,search_price,0.909,,2000000.0,0,2026-05-17 06:16:30.891950,drift
drift_24033_18,đi Hà Giang 2 ngày 1 đêm nên đi đâu gấp ạ,ask_itinerary,0.977,Hà Giang,5000000.0,0,2026-05-17 06:38:07.972851,drift
drift_36344_473,bạn tên gì,bot_challenge,0.909,,,0,2026-05-17 06:59:45.053751,drift
drift_70700_983,gợi ý lịch trình Hà Nội 3 ngày 4 đêm,ask_itinerary,0.963,Hà Nội,,0,2026-05-17 07:21:22.134652,drift
drift_80552_208,đặt tour Vũng Tàu,book_tour,0.941,Vũng Tàu,,0,2026-05-17 07:42:59.215553,drift
drift_93855_104,đi dù lượn ở đâu,search_activity,0.897,,,0,2026-05-17 08:04:36.296454,drift
drift_37421_420,ăn gì ở Huế shop,search_food_dining,0.864,Huế,,0,2026-05-17 08:26:13.377354,drift
drift_22948_158,xin chào shop,greet,0.969,,,0,2026-05-17 08:47:50.458255,drift
drift_97770_336,Hội An,inform,0.887,Hội An,,0,2026-05-17 09:09:27.539156,drift
drift_90437_882,có được hoàn không nha,ask_policy_booking,0.852,,,0,2026-05-17 09:31:04.620057,drift
drift_80589_585,mở cửa hàng lúc mấy giờ,out_of_scope,0.871,,,0,2026-05-17 09:52:41.700957,drift
drift_91850_571,bạn tên gì,bot_challenge,0.906,,,1,2026-05-17 10:14:18.781858,drift
drift_65414_703,đi leo núi ở đâu,search_activity,0.986,,,0,2026-05-17 10:35:55.862759,drift
drift_58997_145,bye,goodbye,0.946,,,0,2026-05-17 10:57:32.943660,drift
drift_20882_336,chính sách hủy tour,ask_policy_booking,0.918,,,0,2026-05-17 11:19:10.024560,drift
drift_17461_834,có chỗ nào đạp xe không,search_activity,0.865,,,0,2026-05-17 11:40:47.105461,drift
drift_46634_685,hi,greet,0.892,,,0,2026-05-17 12:02:24.186362,drift
drift_95634_915,đi Đà Nẵng chi phí bao nhiêu nhé,search_price,0.922,Đà Nẵng,3000000.0,0,2026-05-17 12:24:01.267263,drift
drift_25862_127,đi Hội An chi phí bao nhiêu,search_price,0.897,Hội An,,0,2026-05-17 12:45:38.348163,drift
drift_36697_993,khoảng 4 ngày 4 đêm,inform,0.951,,2000000.0,0,2026-05-17 13:07:15.429064,drift
drift_56794_247,có nơi nào đẹp để đi chơi không,search_destination,0.963,,,1,2026-05-17 13:28:52.509965,drift
drift_71904_731,ừ,affirm,0.974,,,0,2026-05-17 13:50:29.590866,drift
drift_23420_837,staycation,inform,0.938,,8000000.0,0,2026-05-17 14:12:06.671766,drift
drift_58152_729,lịch trình tour Huế,ask_tour_info,0.975,Huế,10000000.0,0,2026-05-17 14:33:43.752667,drift
drift_97203_564,thời tiết hôm nay thế nào ạ,out_of_scope,0.974,,,0,2026-05-17 14:55:20.833568,drift
drift_49566_659,Đà Lạt có đặc sản gì,search_food_dining,0.866,Đà Lạt,,0,2026-05-17 15:16:57.914469,drift
drift_17713_801,giá tour này bao nhiêu bot ơi,search_price,0.949,,,0,2026-05-17 15:38:34.995369,drift
drift_43048_841,tháng 6,inform,0.894,,3000000.0,0,2026-05-17 16:00:12.076270,drift
drift_35238_410,đi Hội An mùa nào đẹp,search_travel,0.902,Hội An,2000000.0,0,2026-05-17 16:21:49.157171,drift
drift_53925_309,muốn đi du lịch Pù Luông 15 triệu,search_travel,0.955,Pù Luông,,0,2026-05-17 16:43:26.238072,drift
drift_12617_787,tạm biệt,goodbye,0.926,,,0,2026-05-17 17:05:03.318972,drift
drift_97357_499,muốn đặt tour Hà Nội,book_tour,0.867,Hà Nội,,0,2026-05-17 17:26:40.399873,drift
drift_49182_484,Hà Nội có gì chơi,ask_location_feature,0.915,Hà Nội,,0,2026-05-17 17:48:17.480774,drift
drift_44690_609,bao gồm những gì,ask_tour_info,0.855,,15000000.0,0,2026-05-17 18:09:54.561675,drift
drift_96657_754,đi Pù Luông bằng gì,ask_transportation,0.854,Pù Luông,,0,2026-05-17 18:31:31.642575,drift
