id,session_id,raw_text,predicted_intent,text_hash,cleaned_text
213,trend_user_212,cho mình xin báo giá glamping ở Phú Quý cho 7 người,search_activity,859e6aa595a3aea8591dd28dad8a4a50,cho mình xin báo giá glamping ở Phú Quý cho 7 người
215,trend_user_214,tư vấn lịch trình đi Hà Giang tự túc 4 ngày,ask_tour_info,ca1604beb12e09816f94dbc0be47d364,tư vấn lịch trình đi Hà Giang tự túc 4 ngày
216,trend_user_215,cho mình xin báo giá glamping ở Tà Năng cho 14 người,search_travel,9e950a1647a13e289dfddb9b5d430ce8,cho mình xin báo giá glamping ở Tà Năng cho 14 người
218,trend_user_217,nhóm mình 10 người lớn 1 trẻ em đi Măng Đen thì phụ thu sao,search_travel,088c7b8ad6674f21c25ff07fc608fe9e,nhóm mình 10 người lớn 1 trẻ em đi Măng Đen thì phụ thu sao
225,trend_user_224,nhóm mình 13 người lớn 3 trẻ em đi Hà Giang thì phụ thu sao,search_activity,243c1b3a728aa2b25f7a2289c4db26a9,nhóm mình 13 người lớn 3 trẻ em đi Hà Giang thì phụ thu sao
227,trend_user_226,review đi săn mây ở Hà Giang 5 ngày 4 đêm,ask_tour_info,de3abd84b19a0f41b9a5704ade6cede1,review đi săn mây ở Hà Giang 5 ngày 4 đêm
228,trend_user_227,tư vấn lịch trình đi Trị An tự túc 2 ngày,search_travel,8d8ac1e7715125e4167237f797ca6624,tư vấn lịch trình đi Trị An tự túc 2 ngày
229,trend_user_228,cho mình xin báo giá glamping ở Măng Đen cho 10 người,search_travel,4df4968f52cd58bb3619538c10162d92,cho mình xin báo giá glamping ở Măng Đen cho 10 người
235,trend_user_234,tư vấn lịch trình đi Phú Quý tự túc 3 ngày,search_activity,e4f70e0200d4d0810d61c909a8f3a923,tư vấn lịch trình đi Phú Quý tự túc 3 ngày
236,trend_user_235,nhóm mình 8 người lớn 1 trẻ em đi Hà Giang thì phụ thu sao,search_price,c47b3ecec1444af2aafef067d46d065e,nhóm mình 8 người lớn 1 trẻ em đi Hà Giang thì phụ thu sao
237,trend_user_236,nhóm mình 9 người lớn 1 trẻ em đi Tà Năng thì phụ thu sao,search_price,11d798de07b2f36b6c213d62eb417847,nhóm mình 9 người lớn 1 trẻ em đi Tà Năng thì phụ thu sao
289,trend_user_288,review đi săn mây ở Măng Đen 4 ngày 3 đêm,ask_tour_info,53d77e0083eb9fb8b8cb850010ee1576,review đi săn mây ở Măng Đen 4 ngày 3 đêm
241,trend_user_240,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 12 người,ask_tour_info,72414c5a361e91f1189aef5cbdb19de6,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 12 người
247,trend_user_246,tư vấn lịch trình đi Phú Quý tự túc 5 ngày,search_price,846381b87276f040eed9fe37f7315533,tư vấn lịch trình đi Phú Quý tự túc 5 ngày
252,trend_user_251,người lớn tuổi ngồi xe lăn có đi tour Tà Năng 3 ngày được không,ask_tour_info,5506dbce4abdafade97c64a85de78cf6,người lớn tuổi ngồi xe lăn có đi tour Tà Năng 3 ngày được không
254,trend_user_253,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 8 người,search_price,749a963ab713f3aa4cfa3b618c99d612,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 8 người
265,trend_user_264,cho mình xin báo giá glamping ở Phú Quý cho 13 người,search_price,6625245d85460e06da63892ed7f669ff,cho mình xin báo giá glamping ở Phú Quý cho 13 người
267,trend_user_266,nhóm mình 3 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao,search_activity,926df309cd20c0ad4746ac312c727bd8,nhóm mình 3 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao
268,trend_user_267,nhóm mình 7 người lớn 4 trẻ em đi Tà Xùa thì phụ thu sao,ask_tour_info,641ae3b9fdb8930a6c083ecf4350e8c2,nhóm mình 7 người lớn 4 trẻ em đi Tà Xùa thì phụ thu sao
269,trend_user_268,tư vấn lịch trình đi Tà Xùa tự túc 3 ngày,search_activity,b36a1d12d954897f5cc7c6e0876a14b3,tư vấn lịch trình đi Tà Xùa tự túc 3 ngày
275,trend_user_274,nhóm mình 14 người lớn 2 trẻ em đi Măng Đen thì phụ thu sao,search_price,9d68ddcd9791b2f07b2c43b610b5bda6,nhóm mình 14 người lớn 2 trẻ em đi Măng Đen thì phụ thu sao
277,trend_user_276,cho mình xin báo giá glamping ở Tà Xùa cho 9 người,search_travel,8bb9011ae2060298f5698d5e8761299b,cho mình xin báo giá glamping ở Tà Xùa cho 9 người
278,trend_user_277,nhóm mình 14 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao,search_travel,53d506a54e08667a89412d617cc10cd8,nhóm mình 14 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao
280,trend_user_279,ở Tà Năng có khu glamping nào view đẹp không,search_price,d07a7a4e8e4772ff020081a5d9c6f33f,ở Tà Năng có khu glamping nào view đẹp không
283,trend_user_282,có tour chữa lành nào đi Trị An khoảng 5 ngày không,ask_tour_info,f0ca8ce48c6e30d64aca4be9f09dd8a6,có tour chữa lành nào đi Trị An khoảng 5 ngày không
284,trend_user_283,cho mình xin báo giá glamping ở Hà Giang cho 8 người,search_price,893bb5281a188c710bdff44527c14f14,cho mình xin báo giá glamping ở Hà Giang cho 8 người
285,trend_user_284,cho mình xin báo giá glamping ở Tà Năng cho 9 người,search_travel,be3821fb89db8c0c7614a1db15dabe76,cho mình xin báo giá glamping ở Tà Năng cho 9 người
287,trend_user_286,chi phí đi trekking băng rừng ở Trị An cho nhóm 8 người,ask_tour_info,89752cb577d8e85b8b6812b9bb8fd937,chi phí đi trekking băng rừng ở Trị An cho nhóm 8 người
288,trend_user_287,nhóm mình 4 người lớn 4 trẻ em đi Phú Quý thì phụ thu sao,ask_tour_info,7aef648fac0ffe7b4afa8dc8b2517a6c,nhóm mình 4 người lớn 4 trẻ em đi Phú Quý thì phụ thu sao
297,trend_user_296,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 8 người,search_activity,36f9bd3dd35492b5ed520ebcf5ebd6f2,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 8 người
298,trend_user_297,mình muốn tìm bãi cắm trại staycation gần Tà Xùa đi 4 ngày,search_activity,12e08097ae3ca4eb05afcab197f2358e,mình muốn tìm bãi cắm trại staycation gần Tà Xùa đi 4 ngày
302,trend_user_301,người lớn tuổi ngồi xe lăn có đi tour Phú Quý 2 ngày được không,search_activity,47ba80a9766869aa8d78d95a3c9b9109,người lớn tuổi ngồi xe lăn có đi tour Phú Quý 2 ngày được không
304,trend_user_303,nhóm mình 4 người lớn 2 trẻ em đi Măng Đen thì phụ thu sao,search_travel,45535cce5e8e33a64123c099ecc22647,nhóm mình 4 người lớn 2 trẻ em đi Măng Đen thì phụ thu sao
306,trend_user_305,có tour chữa lành nào đi Hà Giang khoảng 5 ngày không,search_travel,063a4b4982f5236363540a7464233eb7,có tour chữa lành nào đi Hà Giang khoảng 5 ngày không
307,trend_user_306,cho mình xin báo giá glamping ở Trị An cho 10 người,search_price,bb48092f928c8dbc5a2719c8d2bf68b2,cho mình xin báo giá glamping ở Trị An cho 10 người
310,trend_user_309,cho mình xin báo giá glamping ở Trị An cho 8 người,search_travel,ab8623aaa8109f14c4e43fa9cfc8e8fc,cho mình xin báo giá glamping ở Trị An cho 8 người
316,trend_user_315,nhóm mình 15 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao,search_price,20d2a57b7414997c66ceb35a9d8b303d,nhóm mình 15 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao
319,trend_user_318,review đi săn mây ở Măng Đen 5 ngày 4 đêm,search_activity,bb48304684cc2179fc583dc2b7551116,review đi săn mây ở Măng Đen 5 ngày 4 đêm
320,trend_user_319,người lớn tuổi ngồi xe lăn có đi tour Tà Xùa 2 ngày được không,search_price,347d212a44318e380537a294c0d7b48b,người lớn tuổi ngồi xe lăn có đi tour Tà Xùa 2 ngày được không
321,trend_user_320,cho mình xin báo giá glamping ở Phú Quý cho 4 người,search_price,3d79792b1ea3c2f603cdfce1c1980c39,cho mình xin báo giá glamping ở Phú Quý cho 4 người
322,trend_user_321,cho mình xin báo giá glamping ở Trị An cho 2 người,search_price,5f4a5a142328fbb571d27420842c3851,cho mình xin báo giá glamping ở Trị An cho 2 người
326,trend_user_325,người lớn tuổi ngồi xe lăn có đi tour Hà Giang 5 ngày được không,search_price,5eacc46cd5de48b93c5976ffb9118887,người lớn tuổi ngồi xe lăn có đi tour Hà Giang 5 ngày được không
327,trend_user_326,có tour chữa lành nào đi Hà Giang khoảng 4 ngày không,search_price,4eab9dabb218b06675c0682893f03dfd,có tour chữa lành nào đi Hà Giang khoảng 4 ngày không
328,trend_user_327,mình muốn tìm bãi cắm trại staycation gần Tà Xùa đi 5 ngày,search_travel,5cf226bac2bfb5da8ae8f7a8e6fc9b01,mình muốn tìm bãi cắm trại staycation gần Tà Xùa đi 5 ngày
330,trend_user_329,có tour chữa lành nào đi Tà Năng khoảng 4 ngày không,search_activity,858e83f76cbdd70a6ffe6da5c8cd893e,có tour chữa lành nào đi Tà Năng khoảng 4 ngày không
331,trend_user_330,nhóm mình 13 người lớn 2 trẻ em đi Hà Giang thì phụ thu sao,search_price,e52bab311c50306f274bd001ea2b0dc9,nhóm mình 13 người lớn 2 trẻ em đi Hà Giang thì phụ thu sao
336,trend_user_335,review đi săn mây ở Tà Xùa 3 ngày 2 đêm,search_price,b8c1b1e511a87371a9f19d3181b050e7,review đi săn mây ở Tà Xùa 3 ngày 2 đêm
338,trend_user_337,có tour chữa lành nào đi Tà Xùa khoảng 5 ngày không,search_travel,c1d2133642dd71a49ede47e65204f448,có tour chữa lành nào đi Tà Xùa khoảng 5 ngày không
340,trend_user_339,người lớn tuổi ngồi xe lăn có đi tour Phú Quý 3 ngày được không,search_price,d5fbffb089bf3daf79f9d5c4587debbe,người lớn tuổi ngồi xe lăn có đi tour Phú Quý 3 ngày được không
348,trend_user_347,người lớn tuổi ngồi xe lăn có đi tour Măng Đen 3 ngày được không,search_activity,ebd822d1d8e563aa97d325dbda80ff80,người lớn tuổi ngồi xe lăn có đi tour Măng Đen 3 ngày được không
349,trend_user_348,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 14 người,ask_tour_info,52867fa264d04c8403307652041268cb,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 14 người
354,trend_user_353,cho mình xin báo giá glamping ở Tà Năng cho 13 người,ask_tour_info,51d718932f87d9cb701c32066f693b1c,cho mình xin báo giá glamping ở Tà Năng cho 13 người
356,trend_user_355,nhóm mình 3 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao,ask_tour_info,cf246ce98159056ee8334f9eccb47d92,nhóm mình 3 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao
358,trend_user_357,có tour chữa lành nào đi Măng Đen khoảng 5 ngày không,search_activity,38aeaf7f4e93364d214c97bffc59fc7a,có tour chữa lành nào đi Măng Đen khoảng 5 ngày không
369,trend_user_368,nhóm mình 10 người lớn 3 trẻ em đi Hà Giang thì phụ thu sao,ask_tour_info,5b464c72f279ea689628b11891c55745,nhóm mình 10 người lớn 3 trẻ em đi Hà Giang thì phụ thu sao
371,trend_user_370,nhóm mình 7 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao,search_price,3496a3160542ea9bd48979955ef4efdb,nhóm mình 7 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao
374,trend_user_373,nhóm mình 14 người lớn 4 trẻ em đi Phú Quý thì phụ thu sao,ask_tour_info,562d3cf6368ca5c01c62af9cae0c09ae,nhóm mình 14 người lớn 4 trẻ em đi Phú Quý thì phụ thu sao
375,trend_user_374,cho mình xin báo giá glamping ở Măng Đen cho 8 người,search_activity,61160bbd326f31c78154ca339aeca744,cho mình xin báo giá glamping ở Măng Đen cho 8 người
377,trend_user_376,cho mình xin báo giá glamping ở Tà Năng cho 2 người,search_activity,6973b654eaa3c9389d9fcb4dcf11d385,cho mình xin báo giá glamping ở Tà Năng cho 2 người
386,trend_user_385,nhóm mình 10 người lớn 1 trẻ em đi Tà Xùa thì phụ thu sao,ask_tour_info,53c1ac3d4e6b4532f5e26ed6135bf194,nhóm mình 10 người lớn 1 trẻ em đi Tà Xùa thì phụ thu sao
389,trend_user_388,review đi săn mây ở Tà Năng 3 ngày 2 đêm,search_travel,a85eb57a5a899a67710b1e9ead3200e4,review đi săn mây ở Tà Năng 3 ngày 2 đêm
398,trend_user_397,mình muốn tìm bãi cắm trại staycation gần Hà Giang đi 4 ngày,search_price,d401cbdec5cd54026346a0d6ab424dbf,mình muốn tìm bãi cắm trại staycation gần Hà Giang đi 4 ngày
405,trend_user_404,review đi săn mây ở Phú Quý 3 ngày 2 đêm,ask_tour_info,6ad20d18d18d0338e15b91ef96310201,review đi săn mây ở Phú Quý 3 ngày 2 đêm
413,trend_user_412,nhóm mình 7 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao,search_travel,1bd285616a14dbc8e7bee1dc5256a548,nhóm mình 7 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao
415,trend_user_414,nhóm mình 4 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao,search_price,3eec8a62550c189be7d014493a2c760a,nhóm mình 4 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao
420,trend_user_419,tư vấn lịch trình đi Trị An tự túc 5 ngày,search_travel,58e0f5e138cf96a2cc3fd2ed6c4b71e2,tư vấn lịch trình đi Trị An tự túc 5 ngày
424,trend_user_423,cho mình xin báo giá glamping ở Măng Đen cho 13 người,search_travel,05b39ad439ec6106af3d4d07ac6f848b,cho mình xin báo giá glamping ở Măng Đen cho 13 người
429,trend_user_428,nhóm mình 9 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao,search_price,170f9c1cff04dba27040dda1202c593e,nhóm mình 9 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao
433,trend_user_432,có tour chữa lành nào đi Trị An khoảng 2 ngày không,ask_tour_info,46cd369862e09daa3ed366e0e13cb8d9,có tour chữa lành nào đi Trị An khoảng 2 ngày không
435,trend_user_434,cho mình xin báo giá glamping ở Tà Xùa cho 7 người,search_price,7c5e057b3c2c5e63987fef461273ff56,cho mình xin báo giá glamping ở Tà Xùa cho 7 người
442,trend_user_441,review đi săn mây ở Trị An 2 ngày 1 đêm,ask_tour_info,1f292e238f13d4555cb7b25faeeadd07,review đi săn mây ở Trị An 2 ngày 1 đêm
445,trend_user_444,cho mình xin báo giá glamping ở Tà Xùa cho 5 người,ask_tour_info,a3648e30d9bc65bfbe3dd2fe85221458,cho mình xin báo giá glamping ở Tà Xùa cho 5 người
446,trend_user_445,nhóm mình 4 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao,ask_tour_info,b1d3f27ed4cdb149c6dc39b034f694a2,nhóm mình 4 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao
448,trend_user_447,nhóm mình 9 người lớn 1 trẻ em đi Tà Xùa thì phụ thu sao,search_activity,7c60a2bac91f3c0ccf464d425faf26bc,nhóm mình 9 người lớn 1 trẻ em đi Tà Xùa thì phụ thu sao
449,trend_user_448,nhóm mình 13 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao,search_travel,172e480e0c74a5a460eb39edee6897a8,nhóm mình 13 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao
450,trend_user_449,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 14 người,search_activity,075954055c0886b01ab6a16de4ac572a,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 14 người
452,trend_user_451,cho mình xin báo giá glamping ở Hà Giang cho 10 người,search_activity,021f1cd015d66aabc4957219473f8ed9,cho mình xin báo giá glamping ở Hà Giang cho 10 người
454,trend_user_453,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 11 người,ask_tour_info,fd70f3c43155eaf2a276561f486d5fb9,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 11 người
463,trend_user_462,có tour chữa lành nào đi Phú Quý khoảng 3 ngày không,search_price,59f12ac6810bd56840b3751f04427808,có tour chữa lành nào đi Phú Quý khoảng 3 ngày không
469,trend_user_468,cho mình xin báo giá glamping ở Măng Đen cho 9 người,search_price,fe21a467e8cb1e747f5c67160f23fd89,cho mình xin báo giá glamping ở Măng Đen cho 9 người
472,trend_user_471,nhóm mình 7 người lớn 3 trẻ em đi Hà Giang thì phụ thu sao,search_activity,ba4be2cf69d2c76e90e7300046c66fb1,nhóm mình 7 người lớn 3 trẻ em đi Hà Giang thì phụ thu sao
477,trend_user_476,cho mình xin báo giá glamping ở Tà Năng cho 11 người,ask_tour_info,97fee5d76eac0fa594599f3dd1e05771,cho mình xin báo giá glamping ở Tà Năng cho 11 người
481,trend_user_480,người lớn tuổi ngồi xe lăn có đi tour Trị An 5 ngày được không,ask_tour_info,48f72c8ae6a93b1e607ec48cbdd5a99d,người lớn tuổi ngồi xe lăn có đi tour Trị An 5 ngày được không
482,trend_user_481,cho mình xin báo giá glamping ở Hà Giang cho 6 người,search_travel,befcc8665c53bbdbe46a08e7f663823c,cho mình xin báo giá glamping ở Hà Giang cho 6 người
483,trend_user_482,cho mình xin báo giá glamping ở Trị An cho 11 người,ask_tour_info,106e64a2a21e9316d7d0bf1c79bad326,cho mình xin báo giá glamping ở Trị An cho 11 người
484,trend_user_483,có tour chữa lành nào đi Tà Năng khoảng 2 ngày không,search_price,523ccff9781d2e5a8138e14559a31a02,có tour chữa lành nào đi Tà Năng khoảng 2 ngày không
486,trend_user_485,chi phí đi trekking băng rừng ở Trị An cho nhóm 4 người,search_activity,6476bb34e1f987b30f334f6ae7b6e284,chi phí đi trekking băng rừng ở Trị An cho nhóm 4 người
490,trend_user_489,người lớn tuổi ngồi xe lăn có đi tour Tà Năng 2 ngày được không,search_travel,cf4b9622fc146b914b6d81c06b2675df,người lớn tuổi ngồi xe lăn có đi tour Tà Năng 2 ngày được không
491,trend_user_490,người lớn tuổi ngồi xe lăn có đi tour Hà Giang 4 ngày được không,search_travel,5db758a1656c1fe2fce7f7e8673424bb,người lớn tuổi ngồi xe lăn có đi tour Hà Giang 4 ngày được không
492,trend_user_491,cho mình xin báo giá glamping ở Hà Giang cho 11 người,search_activity,a4ad7cfa94d7a8370c85e096cd37ad3a,cho mình xin báo giá glamping ở Hà Giang cho 11 người
494,trend_user_493,nhóm mình 10 người lớn 1 trẻ em đi Phú Quý thì phụ thu sao,search_travel,c116f2116bb2665cfe118d2a85ede557,nhóm mình 10 người lớn 1 trẻ em đi Phú Quý thì phụ thu sao
499,trend_user_498,mình muốn tìm bãi cắm trại staycation gần Hà Giang đi 3 ngày,search_travel,3282bd80375915c037c4439681190b53,mình muốn tìm bãi cắm trại staycation gần Hà Giang đi 3 ngày
504,trend_user_503,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 5 người,search_price,0f23bdbc3acb1a9e53789874fed10f21,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 5 người
506,trend_user_505,tư vấn lịch trình đi Tà Năng tự túc 2 ngày,search_travel,d1cecb216f65e963b6768c29f9640c7e,tư vấn lịch trình đi Tà Năng tự túc 2 ngày
508,trend_user_507,mình muốn tìm bãi cắm trại staycation gần Măng Đen đi 3 ngày,search_travel,1c425f97074e677526e2e0d3e6647d9e,mình muốn tìm bãi cắm trại staycation gần Măng Đen đi 3 ngày
513,trend_user_512,chi phí đi trekking băng rừng ở Trị An cho nhóm 3 người,search_activity,2593ebf0bf0deb4cb18e89c51ec40fed,chi phí đi trekking băng rừng ở Trị An cho nhóm 3 người
520,trend_user_519,mình muốn tìm bãi cắm trại staycation gần Trị An đi 5 ngày,search_price,106ca08658a398dc170132f0f3cbe6fe,mình muốn tìm bãi cắm trại staycation gần Trị An đi 5 ngày
522,trend_user_521,nhóm mình 2 người lớn 1 trẻ em đi Tà Xùa thì phụ thu sao,search_travel,70b0b829e4e6695e280107d3c6e76c0f,nhóm mình 2 người lớn 1 trẻ em đi Tà Xùa thì phụ thu sao
524,trend_user_523,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 7 người,search_price,8c6ab693235b5f3a9e951fff88a66114,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 7 người
525,trend_user_524,cho mình xin báo giá glamping ở Măng Đen cho 14 người,search_activity,b22b2a9dafb6c8cedb0351a25cb17523,cho mình xin báo giá glamping ở Măng Đen cho 14 người
527,trend_user_526,nhóm mình 13 người lớn 1 trẻ em đi Tà Xùa thì phụ thu sao,search_travel,8f40968d585d361fc865acd971ca1895,nhóm mình 13 người lớn 1 trẻ em đi Tà Xùa thì phụ thu sao
533,trend_user_532,nhóm mình 3 người lớn 2 trẻ em đi Măng Đen thì phụ thu sao,search_activity,de85f430c489becce7186830e85c6f30,nhóm mình 3 người lớn 2 trẻ em đi Măng Đen thì phụ thu sao
534,trend_user_533,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 6 người,search_travel,430f838e2ee20ae017bbf542883ce2bd,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 6 người
535,trend_user_534,nhóm mình 2 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao,search_travel,f59467ed7cb07efd2defc2a1c406e6c6,nhóm mình 2 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao
545,trend_user_544,mình muốn tìm bãi cắm trại staycation gần Phú Quý đi 2 ngày,search_price,cf0710bbe0653fbaad9cbab32b833cc5,mình muốn tìm bãi cắm trại staycation gần Phú Quý đi 2 ngày
550,trend_user_549,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 15 người,search_travel,4ac4a2099df92e16389591a49ecf2267,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 15 người
551,trend_user_550,nhóm mình 11 người lớn 1 trẻ em đi Tà Năng thì phụ thu sao,search_travel,9a407b49ddf571f124c0dab3ea9dec15,nhóm mình 11 người lớn 1 trẻ em đi Tà Năng thì phụ thu sao
552,trend_user_551,review đi săn mây ở Tà Xùa 2 ngày 1 đêm,search_travel,13cb4d1b00b28052f9dd125d53d38ffa,review đi săn mây ở Tà Xùa 2 ngày 1 đêm
555,trend_user_554,có tour chữa lành nào đi Trị An khoảng 3 ngày không,search_activity,d5e1ef977cc8d496154db2219c5b06d1,có tour chữa lành nào đi Trị An khoảng 3 ngày không
563,trend_user_562,mình muốn tìm bãi cắm trại staycation gần Hà Giang đi 2 ngày,ask_tour_info,1b82012b48d7b970d1150a4c1d144de7,mình muốn tìm bãi cắm trại staycation gần Hà Giang đi 2 ngày
564,trend_user_563,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 4 người,search_price,45d695466f1d323b58e010d584fd3c52,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 4 người
565,trend_user_564,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 12 người,search_travel,8d39718edac33f81ed5c5077e7792072,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 12 người
569,trend_user_568,cho mình xin báo giá glamping ở Phú Quý cho 3 người,search_price,336c478c287d0ec5d44e54b333f0bba8,cho mình xin báo giá glamping ở Phú Quý cho 3 người
574,trend_user_573,chi phí đi trekking băng rừng ở Trị An cho nhóm 5 người,search_price,f7ad0b542f92100c1cf3550760349226,chi phí đi trekking băng rừng ở Trị An cho nhóm 5 người
577,trend_user_576,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 11 người,search_activity,d1daf6dbdd8ae1a00fe9161dfe289067,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 11 người
584,trend_user_583,cho mình xin báo giá glamping ở Măng Đen cho 11 người,search_travel,36bb6aa18b806f776ffd8d96d6443457,cho mình xin báo giá glamping ở Măng Đen cho 11 người
585,trend_user_584,tư vấn lịch trình đi Tà Năng tự túc 4 ngày,ask_tour_info,fcf74313bdbf97e22facafbeac8c359f,tư vấn lịch trình đi Tà Năng tự túc 4 ngày
586,trend_user_585,mình muốn tìm bãi cắm trại staycation gần Tà Năng đi 4 ngày,search_price,a4eadf067a461a0e7e7d093d1e6395e2,mình muốn tìm bãi cắm trại staycation gần Tà Năng đi 4 ngày
594,trend_user_593,nhóm mình 5 người lớn 3 trẻ em đi Hà Giang thì phụ thu sao,search_activity,0398e844365ca913dbde6ae72bad736b,nhóm mình 5 người lớn 3 trẻ em đi Hà Giang thì phụ thu sao
601,trend_user_600,nhóm mình 5 người lớn 2 trẻ em đi Măng Đen thì phụ thu sao,search_travel,f420aadfe6e3d6b3ba259f88dc85568d,nhóm mình 5 người lớn 2 trẻ em đi Măng Đen thì phụ thu sao
606,trend_user_605,cho mình xin báo giá glamping ở Hà Giang cho 9 người,ask_tour_info,97bd514f8a17787e9b3da628230eb6b2,cho mình xin báo giá glamping ở Hà Giang cho 9 người
608,trend_user_607,cho mình xin báo giá glamping ở Tà Xùa cho 6 người,search_activity,1ae96f279f5fc52b65763be9127fc0b5,cho mình xin báo giá glamping ở Tà Xùa cho 6 người
623,trend_user_622,nhóm mình 7 người lớn 4 trẻ em đi Tà Năng thì phụ thu sao,search_activity,5dfbf703a194e0b54355889907e8e31e,nhóm mình 7 người lớn 4 trẻ em đi Tà Năng thì phụ thu sao
624,trend_user_623,chi phí đi trekking băng rừng ở Trị An cho nhóm 9 người,search_price,18debad44e72bfcf753648e5d93a5c1b,chi phí đi trekking băng rừng ở Trị An cho nhóm 9 người
625,trend_user_624,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 9 người,search_activity,e0f1a9ffe02b55bbe42c4b7b43b6a273,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 9 người
632,trend_user_631,cho mình xin báo giá glamping ở Phú Quý cho 11 người,search_activity,81fc0d4588063c002e47e4ee5ffb61e5,cho mình xin báo giá glamping ở Phú Quý cho 11 người
640,trend_user_639,nhóm mình 10 người lớn 3 trẻ em đi Măng Đen thì phụ thu sao,ask_tour_info,f59dd1c17211db4950247b244135b7a4,nhóm mình 10 người lớn 3 trẻ em đi Măng Đen thì phụ thu sao
651,trend_user_650,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 14 người,search_price,6a4bea2b18a607e34699d9a5af23a780,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 14 người
655,trend_user_654,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 6 người,search_travel,8bf967715963f595c1676a29a2886829,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 6 người
659,trend_user_658,nhóm mình 12 người lớn 3 trẻ em đi Tà Xùa thì phụ thu sao,search_travel,232d788296de3856fbda72800744668b,nhóm mình 12 người lớn 3 trẻ em đi Tà Xùa thì phụ thu sao
666,trend_user_665,nhóm mình 12 người lớn 1 trẻ em đi Tà Năng thì phụ thu sao,search_price,745a3cea43532515143473e9e0844bc8,nhóm mình 12 người lớn 1 trẻ em đi Tà Năng thì phụ thu sao
669,trend_user_668,nhóm mình 14 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao,search_travel,99141bf0f0798ccb71044f4c981b94ab,nhóm mình 14 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao
698,trend_user_697,cho mình xin báo giá glamping ở Trị An cho 3 người,ask_tour_info,bb9366ed5daaa4ee0b98dd25b30ed654,cho mình xin báo giá glamping ở Trị An cho 3 người
702,trend_user_701,nhóm mình 9 người lớn 3 trẻ em đi Măng Đen thì phụ thu sao,search_price,558165f8dff4746b0d26acf78352e4c6,nhóm mình 9 người lớn 3 trẻ em đi Măng Đen thì phụ thu sao
731,trend_user_730,người lớn tuổi ngồi xe lăn có đi tour Trị An 3 ngày được không,search_activity,3602356c8927280967c6d0bdb163de1c,người lớn tuổi ngồi xe lăn có đi tour Trị An 3 ngày được không
