session_id,raw_text,predicted_intent,confidence_score,destination,parsed_budget,no_results_flag,timestamp,segment_label
drift_92547_962,ăn gì ở Phú Quốc,search_food_dining,0.882,Phú Quốc,,0,2026-05-02 04:48:33.011864,reference
drift_91476_905,ừ,affirm,0.871,,,0,2026-05-02 05:10:10.633892,reference
drift_65965_347,Hà Nội,inform,0.914,Hà Nội,,0,2026-05-02 05:31:48.255919,reference
drift_95650_106,nên đi đâu chơi,search_destination,0.875,,,0,2026-05-02 05:53:25.877947,reference
drift_53699_93,đi leo núi ở đâu,search_activity,0.885,,,0,2026-05-02 06:15:03.499974,reference
drift_60079_228,muốn đi du lịch tháng 7,search_destination,0.91,,,0,2026-05-02 06:36:41.122002,reference
drift_46536_949,không nha,deny,0.939,,,0,2026-05-02 06:58:18.744029,reference
drift_39296_811,có,affirm,0.862,,,0,2026-05-02 07:19:56.366057,reference
drift_10312_467,thông tin chi tiết tour Vũng Tàu,ask_tour_info,0.927,Vũng Tàu,10000000.0,0,2026-05-02 07:41:33.988084,reference
drift_37171_3,có được hoàn không,ask_policy_booking,0.971,,,0,2026-05-02 08:03:11.610112,reference
drift_96586_238,Hà Nội có gì chơi nha,ask_location_feature,0.923,Hà Nội,,0,2026-05-02 08:24:49.232139,reference
drift_14537_654,Sapa có gì chơi,ask_location_feature,0.924,Sapa,,0,2026-05-02 08:46:26.854167,reference
drift_19365_815,nên đi đâu chơi shop,search_destination,0.892,,,0,2026-05-02 09:08:04.476194,reference
drift_50218_498,tầm 15000k ạ,inform,0.884,,,0,2026-05-02 09:29:42.098222,reference
drift_85577_967,Vũng Tàu mùa nào đẹp nhất,ask_location_feature,0.968,Vũng Tàu,,0,2026-05-02 09:51:19.720250,reference
drift_49352_112,tour này có hdv không,ask_tour_info,0.883,,20000000.0,0,2026-05-02 10:12:57.342277,reference
drift_56276_826,muốn chèo thuyền ở Đà Nẵng,search_activity,0.933,Đà Nẵng,,0,2026-05-02 10:34:34.964305,reference
drift_17360_540,Đà Lạt có đặc sản gì,search_food_dining,0.958,Đà Lạt,,0,2026-05-02 10:56:12.586332,reference
drift_78630_321,bye shop,goodbye,0.871,,,0,2026-05-02 11:17:50.208360,reference
drift_70702_99,bạn là ai shop,bot_challenge,0.922,,,0,2026-05-02 11:39:27.830387,reference
drift_96247_112,có,affirm,0.976,,,0,2026-05-02 12:01:05.452415,reference
drift_37746_622,có homestay nào ở Nha Trang không,search_accommodation,0.867,Nha Trang,20000000.0,0,2026-05-02 12:22:43.074442,reference
drift_36019_612,du lịch tiết kiệm tư vấn với,search_price,0.969,,8000000.0,0,2026-05-02 12:44:20.696470,reference
drift_39934_311,alo,greet,0.911,,,0,2026-05-02 13:05:58.318497,reference
drift_33204_781,tìm chỗ đạp xe tư vấn với,search_activity,0.921,,,0,2026-05-02 13:27:35.940525,reference
drift_31345_85,từ Vinh đi Hà Nội bằng xe gì nha,search_travel,0.981,Hà Nội,,0,2026-05-02 13:49:13.562552,reference
drift_98014_404,giá tour này bao nhiêu,search_price,0.96,,,0,2026-05-02 14:10:51.184580,reference
drift_91794_169,ok,affirm,0.987,,,0,2026-05-02 14:32:28.806607,reference
drift_63276_504,tôi muốn đi Huế,search_travel,0.929,Huế,8000000.0,0,2026-05-02 14:54:06.428635,reference
drift_35162_578,chi phí tour Hội An,search_price,0.951,Hội An,,0,2026-05-02 15:15:44.050663,reference
drift_25502_971,chào bạn,greet,0.878,,,0,2026-05-02 15:37:21.672690,reference
drift_66856_791,khoảng 5 ngày 2 đêm,inform,0.871,,,0,2026-05-02 15:58:59.294718,reference
drift_84035_70,xin chào,greet,0.916,,,0,2026-05-02 16:20:36.916745,reference
drift_13930_849,chính sách hủy tour,ask_policy_booking,0.919,,,0,2026-05-02 16:42:14.538773,reference
drift_56528_721,ok bạn ạ,affirm,0.87,,,0,2026-05-02 17:03:52.160800,reference
drift_34368_831,muốn đặt tour Đà Nẵng,book_tour,0.944,Đà Nẵng,,0,2026-05-02 17:25:29.782828,reference
drift_61595_133,thông tin chi tiết tour Đà Lạt,ask_tour_info,0.918,Đà Lạt,3000000.0,0,2026-05-02 17:47:07.404855,reference
drift_34383_238,trekking shop,inform,0.913,,,0,2026-05-02 18:08:45.026883,reference
drift_18345_854,gợi ý lịch trình Hà Giang 4 ngày 3 đêm gấp ạ,ask_itinerary,0.883,Hà Giang,2000000.0,0,2026-05-02 18:30:22.648910,reference
drift_87112_693,tháng 9 đi đâu đẹp shop,search_destination,0.888,,,0,2026-05-02 18:52:00.270938,reference
drift_88225_617,có nơi nào đẹp để đi chơi không gấp ạ,search_destination,0.875,,,0,2026-05-02 19:13:37.892965,reference
drift_19530_805,có xe khách đi Sapa không,ask_transportation,0.908,Sapa,,0,2026-05-02 19:35:15.514993,reference
drift_59956_663,có tour nào đi Huế không,search_travel,0.86,Huế,2000000.0,0,2026-05-02 19:56:53.137020,reference
drift_63192_16,có homestay nào ở Sapa không,search_accommodation,0.951,Sapa,2000000.0,0,2026-05-02 20:18:30.759048,reference
drift_93171_934,bao gồm những gì,ask_tour_info,0.969,,15000000.0,0,2026-05-02 20:40:08.381076,reference
drift_27057_806,được,affirm,0.872,,,0,2026-05-02 21:01:46.003103,reference
drift_99738_981,tour này có hdv không,ask_tour_info,0.898,,3000000.0,0,2026-05-02 21:23:23.625131,reference
drift_89418_440,cho mình xin resort Đà Lạt nha,search_accommodation,0.966,Đà Lạt,10000000.0,0,2026-05-02 21:45:01.247158,reference
drift_23369_75,Phú Quốc có đặc sản gì,search_food_dining,0.879,Phú Quốc,,0,2026-05-02 22:06:38.869186,reference
drift_62947_969,tìm chỗ leo núi nha,search_activity,0.958,,,0,2026-05-02 22:28:16.491213,reference
drift_44222_404,đi xe máy nhé,inform,0.875,,,0,2026-05-02 22:49:54.113241,reference
drift_68120_265,tháng 3 đi đâu đẹp,search_destination,0.954,,,0,2026-05-02 23:11:31.735268,reference
drift_88958_558,bao gồm những gì,ask_tour_info,0.985,,,0,2026-05-02 23:33:09.357296,reference
drift_56059_531,bạn tên gì,bot_challenge,0.862,,,0,2026-05-02 23:54:46.979323,reference
drift_79170_749,ok cảm ơn,goodbye,0.942,,,0,2026-05-03 00:16:24.601351,reference
drift_57177_779,tour giá rẻ,search_price,0.943,,3000000.0,0,2026-05-03 00:38:02.223378,reference
drift_79941_582,tìm tour Hà Nội 4 ngày 2 đêm nhé,search_travel,0.927,Hà Nội,15000000.0,0,2026-05-03 00:59:39.845406,reference
drift_34173_767,muốn đặt tour Hà Nội,book_tour,0.9,Hà Nội,,0,2026-05-03 01:21:17.467434,reference
drift_59706_960,không có,deny,0.87,,,0,2026-05-03 01:42:55.089461,reference
drift_95151_606,cho thuê xe dù lượn,search_activity,0.855,,,0,2026-05-03 02:04:32.711489,reference
drift_16792_997,đồ ăn Hội An thế nào,search_food_dining,0.911,Hội An,,0,2026-05-03 02:26:10.333516,reference
drift_22562_408,ok gấp ạ,affirm,0.945,,,0,2026-05-03 02:47:47.955544,reference
drift_57308_677,có quán nào ngon ở Đà Nẵng,search_food_dining,0.955,Đà Nẵng,,0,2026-05-03 03:09:25.577571,reference
drift_44674_492,hoàn tiền thế nào shop,ask_policy_booking,0.961,,,0,2026-05-03 03:31:03.199599,reference
drift_46596_940,bạn tên gì,bot_challenge,0.981,,,0,2026-05-03 03:52:40.821626,reference
drift_90602_265,muốn đi du lịch Hội An 5 triệu,search_travel,0.928,Hội An,10000000.0,0,2026-05-03 04:14:18.443654,reference
drift_54798_281,Huế có gì chơi,ask_location_feature,0.887,Huế,,0,2026-05-03 04:35:56.065681,reference
drift_47701_680,bye,goodbye,0.972,,,0,2026-05-03 04:57:33.687709,reference
drift_70318_727,du lịch tiết kiệm,search_price,0.907,,3000000.0,0,2026-05-03 05:19:11.309736,reference
drift_51942_783,bao gồm những gì tư vấn với,ask_tour_info,0.852,,2000000.0,0,2026-05-03 05:40:48.931764,reference
drift_47378_289,có xe khách đi Đà Lạt không ạ,ask_transportation,0.885,Đà Lạt,,0,2026-05-03 06:02:26.553791,reference
drift_88187_325,ok bạn,affirm,0.97,,,0,2026-05-03 06:24:04.175819,reference
drift_54309_265,mở cửa hàng lúc mấy giờ,out_of_scope,0.882,,,0,2026-05-03 06:45:41.797847,reference
drift_54646_824,xin chào,greet,0.989,,,0,2026-05-03 07:07:19.419874,reference
drift_44378_758,Nha Trang,inform,0.885,Nha Trang,,0,2026-05-03 07:28:57.041902,reference
drift_56627_456,có quán nào ngon ở Hội An,search_food_dining,0.928,Hội An,,0,2026-05-03 07:50:34.663929,reference
drift_50055_897,tour này có hdv không,ask_tour_info,0.959,,,0,2026-05-03 08:12:12.285957,reference
drift_53278_345,gợi ý điểm du lịch,search_destination,0.854,,,0,2026-05-03 08:33:49.907984,reference
drift_97397_818,đi Sapa 2 ngày 2 đêm nên đi đâu,ask_itinerary,0.938,Sapa,2000000.0,0,2026-05-03 08:55:27.530012,reference
drift_29467_379,tìm chỗ cắm trại,search_activity,0.923,,,0,2026-05-03 09:17:05.152039,reference
drift_21544_748,đi Đà Nẵng mùa nào đẹp,search_travel,0.961,Đà Nẵng,2000000.0,0,2026-05-03 09:38:42.774067,reference
drift_94084_246,ừ shop,affirm,0.91,,,0,2026-05-03 10:00:20.396094,reference
drift_27412_628,muốn đi du lịch tháng 12,search_destination,0.919,,,0,2026-05-03 10:21:58.018122,reference
drift_73347_488,gợi ý lịch trình Đà Lạt 2 ngày 2 đêm shop,ask_itinerary,0.88,Đà Lạt,,0,2026-05-03 10:43:35.640149,reference
drift_80690_663,hey,greet,0.873,,,0,2026-05-03 11:05:13.262177,reference
drift_14771_909,du lịch tiết kiệm gấp ạ,search_price,0.887,,,0,2026-05-03 11:26:50.884204,reference
drift_30088_114,tháng 1 đi đâu đẹp,search_destination,0.973,,,0,2026-05-03 11:48:28.506232,reference
drift_84339_275,ăn gì ở Huế gấp ạ,search_food_dining,0.96,Huế,,0,2026-05-03 12:10:06.128260,reference
drift_39664_941,tìm tour Hà Giang 2 ngày 4 đêm tư vấn với,search_travel,0.913,Hà Giang,20000000.0,0,2026-05-03 12:31:43.750287,reference
drift_11939_37,cảm ơn,goodbye,0.89,,,0,2026-05-03 12:53:21.372315,reference
drift_52619_772,đồ ăn Đà Lạt thế nào ạ,search_food_dining,0.967,Đà Lạt,,0,2026-05-03 13:14:58.994342,reference
drift_33545_248,đi Nha Trang 3 ngày 3 đêm nên đi đâu bot ơi,ask_itinerary,0.977,Nha Trang,2000000.0,0,2026-05-03 13:36:36.616370,reference
drift_40155_140,đi Phú Quốc 4 ngày 2 đêm nên đi đâu shop,ask_itinerary,0.952,Phú Quốc,8000000.0,0,2026-05-03 13:58:14.238397,reference
drift_91816_319,hi ạ,greet,0.93,,,0,2026-05-03 14:19:51.860425,reference
drift_48753_882,phương tiện đi Nha Trang,ask_transportation,0.893,Nha Trang,,0,2026-05-03 14:41:29.482452,reference
drift_98152_650,chi phí tour Đà Nẵng,search_price,0.916,Đà Nẵng,15000000.0,0,2026-05-03 15:03:07.104480,reference
drift_95836_563,tìm villa giá rẻ Phú Quốc,search_accommodation,0.873,Phú Quốc,,0,2026-05-03 15:24:44.726507,reference
drift_53879_622,gợi ý lịch trình Phú Quốc 2 ngày 2 đêm tư vấn với,ask_itinerary,0.934,Phú Quốc,8000000.0,0,2026-05-03 15:46:22.348535,reference
drift_68216_382,đăng ký tour Vũng Tàu,book_tour,0.94,Vũng Tàu,,0,2026-05-03 16:07:59.970562,reference
drift_96729_762,gợi ý điểm du lịch,search_destination,0.972,,,0,2026-05-03 16:29:37.592590,reference
drift_90954_791,tôi muốn đi Hội An,search_travel,0.903,Hội An,10000000.0,0,2026-05-03 16:51:15.214617,reference
drift_77781_491,đăng ký tour Đà Lạt bot ơi,book_tour,0.943,Đà Lạt,,0,2026-05-03 17:12:52.836645,reference
drift_61579_377,có được hoàn không,ask_policy_booking,0.901,,,0,2026-05-03 17:34:30.458673,reference
drift_80828_79,tháng 1 đi đâu đẹp shop,search_destination,0.894,,,0,2026-05-03 17:56:08.080700,reference
drift_57191_501,tầm 3 triệu ạ,inform,0.92,,20000000.0,0,2026-05-03 18:17:45.702728,reference
drift_77726_147,ok bạn nha,affirm,0.911,,,0,2026-05-03 18:39:23.324755,reference
drift_68847_244,cho em xin tour Hà Nội 20 triệu,search_travel,0.872,Hà Nội,20000000.0,0,2026-05-03 19:01:00.946783,reference
drift_65058_930,muốn trekking ở Nha Trang,search_activity,0.947,Nha Trang,,0,2026-05-03 19:22:38.568810,reference
drift_80818_492,đi xe khách nhé tư vấn với,inform,0.867,,2000000.0,0,2026-05-03 19:44:16.190838,reference
drift_63614_145,gợi ý lịch trình Hội An 2 ngày 4 đêm,ask_itinerary,0.978,Hội An,20000000.0,0,2026-05-03 20:05:53.812865,reference
drift_44771_967,Đà Lạt có đặc sản gì,search_food_dining,0.942,Đà Lạt,,0,2026-05-03 20:27:31.434893,reference
drift_65840_713,có nơi nào đẹp để đi chơi không nha,search_destination,0.867,,,0,2026-05-03 20:49:09.056920,reference
drift_96922_380,đi dù lượn ở đâu gấp ạ,search_activity,0.921,,,0,2026-05-03 21:10:46.678948,reference
drift_39446_874,chi phí tour Hà Nội,search_price,0.976,Hà Nội,5000000.0,0,2026-05-03 21:32:24.300975,reference
drift_46150_311,tour giá rẻ,search_price,0.89,,3000000.0,0,2026-05-03 21:54:01.923003,reference
drift_75946_765,đặt tour Nha Trang,book_tour,0.972,Nha Trang,,0,2026-05-03 22:15:39.545031,reference
drift_19118_291,đi Hội An mùa nào đẹp,search_travel,0.973,Hội An,10000000.0,0,2026-05-03 22:37:17.167058,reference
drift_82182_848,tìm khách sạn giá rẻ Đà Nẵng,search_accommodation,0.874,Đà Nẵng,,0,2026-05-03 22:58:54.789086,reference
drift_42765_950,có tour nào đi Hội An không,search_travel,0.949,Hội An,20000000.0,0,2026-05-03 23:20:32.411113,reference
drift_72173_795,ok tư vấn với,affirm,0.907,,,0,2026-05-03 23:42:10.033141,reference
drift_99443_935,có quán nào ngon ở Hà Giang ạ,search_food_dining,0.954,Hà Giang,,0,2026-05-04 00:03:47.655168,reference
drift_21508_159,đi Hà Giang 3 ngày 2 đêm nên đi đâu,ask_itinerary,0.859,Hà Giang,,0,2026-05-04 00:25:25.277196,reference
drift_51444_935,tạm biệt,goodbye,0.947,,,0,2026-05-04 00:47:02.899223,reference
drift_57573_71,muốn chèo thuyền ở Đà Nẵng,search_activity,0.988,Đà Nẵng,,0,2026-05-04 01:08:40.521251,reference
drift_44068_102,tìm homestay giá rẻ Huế shop,search_accommodation,0.981,Huế,5000000.0,0,2026-05-04 01:30:18.143278,reference
drift_98264_350,đặt tour Phú Quốc,book_tour,0.958,Phú Quốc,,0,2026-05-04 01:51:55.765306,reference
drift_56477_657,cho em xin tour Phú Quốc 10 triệu shop,search_travel,0.883,Phú Quốc,20000000.0,0,2026-05-04 02:13:33.387333,reference
drift_56455_858,gợi ý điểm du lịch,search_destination,0.897,,,0,2026-05-04 02:35:11.009361,reference
drift_49543_230,xin chào tư vấn với,greet,0.933,,,0,2026-05-04 02:56:48.631388,reference
drift_85349_754,đi Hà Giang mùa nào đẹp,search_travel,0.916,Hà Giang,20000000.0,0,2026-05-04 03:18:26.253416,reference
drift_30781_829,tour giá rẻ gấp ạ,search_price,0.985,,10000000.0,0,2026-05-04 03:40:03.875444,reference
drift_16444_927,hoàn tiền thế nào nha,ask_policy_booking,0.931,,,0,2026-05-04 04:01:41.497471,reference
drift_52161_66,có nơi nào đẹp để đi chơi không nhé,search_destination,0.861,,,0,2026-05-04 04:23:19.119499,reference
drift_28496_104,tìm tour Hà Nội 3 ngày 1 đêm nhé,search_travel,0.929,Hà Nội,2000000.0,0,2026-05-04 04:44:56.741526,reference
drift_13625_919,phương tiện đi Đà Nẵng,ask_transportation,0.973,Đà Nẵng,,0,2026-05-04 05:06:34.363554,reference
drift_96031_275,Nha Trang nha,inform,0.917,Nha Trang,,0,2026-05-04 05:28:11.985581,reference
drift_52614_266,đi Hà Nội mùa nào đẹp,search_travel,0.967,Hà Nội,15000000.0,0,2026-05-04 05:49:49.607609,reference
drift_84113_872,Hà Giang tư vấn với,inform,0.952,Hà Giang,3000000.0,0,2026-05-04 06:11:27.229636,reference
drift_85369_327,tìm villa giá rẻ Vũng Tàu ạ,search_accommodation,0.963,Vũng Tàu,,0,2026-05-04 06:33:04.851664,reference
drift_67154_568,tháng 5,inform,0.9,,3000000.0,0,2026-05-04 06:54:42.473691,reference
drift_18822_993,du lịch tiết kiệm shop,search_price,0.853,,3000000.0,0,2026-05-04 07:16:20.095719,reference
drift_74035_114,tạm biệt,goodbye,0.982,,,0,2026-05-04 07:37:57.717746,reference
drift_60994_664,tìm chỗ lặn san hô,search_activity,0.976,,,0,2026-05-04 07:59:35.339774,reference
drift_43848_984,thông tin chi tiết tour Sapa,ask_tour_info,0.953,Sapa,2000000.0,0,2026-05-04 08:21:12.961801,reference
drift_76793_894,đồ ăn Sapa thế nào,search_food_dining,0.914,Sapa,,0,2026-05-04 08:42:50.583829,reference
drift_66025_366,tour giá rẻ,search_price,0.913,,3000000.0,0,2026-05-04 09:04:28.205857,reference
drift_90563_45,lịch trình tour Hà Giang,ask_tour_info,0.976,Hà Giang,,0,2026-05-04 09:26:05.827884,reference
drift_84936_362,đồ ăn Đà Lạt thế nào,search_food_dining,0.877,Đà Lạt,,0,2026-05-04 09:47:43.449912,reference
drift_75163_573,đi Huế mùa nào đẹp,search_travel,0.904,Huế,20000000.0,0,2026-05-04 10:09:21.071939,reference
drift_39965_17,cảm ơn,goodbye,0.976,,,0,2026-05-04 10:30:58.693967,reference
drift_76998_666,muốn chèo thuyền ở Sapa,search_activity,0.931,Sapa,,0,2026-05-04 10:52:36.315994,reference
drift_69980_710,Huế có gì đẹp,ask_location_feature,0.948,Huế,,0,2026-05-04 11:14:13.938022,reference
drift_94601_854,Hà Nội nha,inform,0.879,Hà Nội,,0,2026-05-04 11:35:51.560049,reference
drift_54824_639,từ Hà Nội đi Sapa bằng xe gì,search_travel,0.896,Sapa,2000000.0,0,2026-05-04 11:57:29.182077,reference
drift_97342_176,cắm trại bot ơi,inform,0.882,,20000000.0,0,2026-05-04 12:19:06.804104,reference
drift_34158_738,muốn lặn san hô ở Hà Nội nhé,search_activity,0.894,Hà Nội,,0,2026-05-04 12:40:44.426132,reference
drift_87723_166,đi Vũng Tàu chi phí thế nào,search_travel,0.94,Vũng Tàu,8000000.0,0,2026-05-04 13:02:22.048159,reference
drift_41186_370,Hà Giang có đặc sản gì,search_food_dining,0.945,Hà Giang,,0,2026-05-04 13:23:59.670187,reference
drift_95313_505,từ Sài Gòn đi Vũng Tàu bằng xe gì,search_travel,0.869,Vũng Tàu,2000000.0,0,2026-05-04 13:45:37.292214,reference
drift_24605_621,thôi nha,deny,0.867,,,0,2026-05-04 14:07:14.914242,reference
drift_79554_266,khoảng 4 ngày 3 đêm,inform,0.949,,,0,2026-05-04 14:28:52.536270,reference
drift_78980_522,đi Huế mùa nào đẹp,search_travel,0.944,Huế,3000000.0,0,2026-05-04 14:50:30.158297,reference
drift_92872_990,phương tiện đi Hà Nội,ask_transportation,0.854,Hà Nội,,0,2026-05-04 15:12:07.780325,reference
drift_44577_447,cho mình xin villa Sapa,search_accommodation,0.949,Sapa,2000000.0,0,2026-05-04 15:33:45.402352,reference
drift_29349_741,đăng ký tour Đà Nẵng,book_tour,0.941,Đà Nẵng,,0,2026-05-04 15:55:23.024380,reference
drift_17972_813,đi xe máy nhé,inform,0.978,,15000000.0,0,2026-05-04 16:17:00.646407,reference
drift_90806_706,hey,greet,0.879,,,0,2026-05-04 16:38:38.268435,reference
drift_31316_340,tour này có hdv không,ask_tour_info,0.947,,5000000.0,0,2026-05-04 17:00:15.890462,reference
drift_43746_361,gợi ý lịch trình Nha Trang 3 ngày 4 đêm,ask_itinerary,0.965,Nha Trang,5000000.0,0,2026-05-04 17:21:53.512490,reference
drift_99961_122,cho em xin tour Huế 15000k,search_travel,0.979,Huế,8000000.0,0,2026-05-04 17:43:31.134517,reference
drift_36890_654,xin chào ạ,greet,0.862,,,0,2026-05-04 18:05:08.756545,reference
drift_23945_955,chính sách hủy tour,ask_policy_booking,0.885,,,0,2026-05-04 18:26:46.378572,reference
drift_89860_105,muốn trekking ở Hà Giang nha,search_activity,0.858,Hà Giang,,0,2026-05-04 18:48:24.000600,reference
drift_39622_275,alo bot ơi,greet,0.981,,,0,2026-05-04 19:10:01.622628,reference
drift_10071_727,mình cần tìm tour Sapa giá rẻ,search_travel,0.891,Sapa,15000000.0,0,2026-05-04 19:31:39.244655,reference
drift_95962_460,hi,greet,0.962,,,0,2026-05-04 19:53:16.866683,reference
drift_11652_683,có tour nào đi Huế không ạ,search_travel,0.916,Huế,,0,2026-05-04 20:14:54.488710,reference
drift_46422_303,Đà Nẵng mùa nào đẹp nhất,ask_location_feature,0.977,Đà Nẵng,,0,2026-05-04 20:36:32.110738,reference
drift_22113_100,muốn lặn san hô ở Hà Giang,search_activity,0.974,Hà Giang,,0,2026-05-04 20:58:09.732765,reference
drift_28687_354,ai lập trình ra bạn nhé,bot_challenge,0.875,,,0,2026-05-04 21:19:47.354793,reference
drift_62495_234,tìm nhà nghỉ giá rẻ Đà Nẵng,search_accommodation,0.907,Đà Nẵng,2000000.0,0,2026-05-04 21:41:24.976820,reference
drift_77959_310,ok bạn nha,affirm,0.946,,,0,2026-05-04 22:03:02.598848,reference
drift_88685_465,cho thuê xe lặn san hô,search_activity,0.922,,,0,2026-05-04 22:24:40.220875,reference
drift_39105_315,đi Vũng Tàu chi phí thế nào,search_travel,0.877,Vũng Tàu,2000000.0,0,2026-05-04 22:46:17.842903,reference
drift_78842_614,được tư vấn với,affirm,0.873,,,0,2026-05-04 23:07:55.464930,reference
drift_82997_823,lịch trình tour Sapa,ask_tour_info,0.984,Sapa,2000000.0,0,2026-05-04 23:29:33.086958,reference
drift_22294_398,chèo thuyền nhé,inform,0.893,,,0,2026-05-04 23:51:10.708985,reference
drift_88532_229,đi Đà Nẵng bằng gì,ask_transportation,0.961,Đà Nẵng,,0,2026-05-05 00:12:48.331013,reference
drift_69060_491,Hà Nội có đặc sản gì,search_food_dining,0.942,Hà Nội,,0,2026-05-05 00:34:25.953041,reference
drift_48656_386,ok cảm ơn ạ,goodbye,0.949,,,0,2026-05-05 00:56:03.575068,reference
drift_54381_617,lịch trình tour Phú Quốc nhé,ask_tour_info,0.886,Phú Quốc,15000000.0,0,2026-05-05 01:17:41.197096,reference
drift_17001_763,chào bạn nhé,greet,0.948,,,0,2026-05-05 01:39:18.819123,reference
drift_53847_274,muốn chèo thuyền ở Phú Quốc,search_activity,0.872,Phú Quốc,,0,2026-05-05 02:00:56.441151,reference
drift_87206_788,đồ ăn Sapa thế nào,search_food_dining,0.916,Sapa,,0,2026-05-05 02:22:34.063178,reference
drift_69947_226,đi Hà Giang bằng gì,ask_transportation,0.967,Hà Giang,,0,2026-05-05 02:44:11.685206,reference
drift_20444_306,có homestay nào ở Sapa không,search_accommodation,0.896,Sapa,,0,2026-05-05 03:05:49.307233,reference
drift_98219_852,có chỗ nào chèo thuyền không,search_activity,0.948,,,0,2026-05-05 03:27:26.929261,reference
drift_69262_666,phương tiện đi Đà Nẵng,ask_transportation,0.99,Đà Nẵng,,0,2026-05-05 03:49:04.551288,reference
drift_16929_752,ok,affirm,0.906,,,0,2026-05-05 04:10:42.173316,reference
drift_67368_27,giải bài tập này giúp tôi,out_of_scope,0.893,,,0,2026-05-05 04:32:19.795343,reference
drift_27414_633,giải bài tập này giúp tôi shop,out_of_scope,0.863,,,0,2026-05-05 04:53:57.417371,reference
drift_39096_794,chính sách hủy tour tư vấn với,ask_policy_booking,0.93,,,0,2026-05-05 05:15:35.039398,reference
drift_75282_46,cho mình hỏi số điện thoại gấp ạ,out_of_scope,0.866,,,0,2026-05-05 05:37:12.661426,reference
drift_24180_929,được,affirm,0.872,,,0,2026-05-05 05:58:50.283454,reference
drift_46757_327,lặn san hô,inform,0.898,,20000000.0,0,2026-05-05 06:20:27.905481,reference
drift_31081_754,muốn đi du lịch Vũng Tàu 10000k nhé,search_travel,0.942,Vũng Tàu,20000000.0,0,2026-05-05 06:42:05.527509,reference
drift_86483_851,có shop,affirm,0.926,,,0,2026-05-05 07:03:43.149536,reference
drift_35289_243,đi Đà Nẵng chi phí thế nào,search_travel,0.875,Đà Nẵng,15000000.0,0,2026-05-05 07:25:20.771564,reference
drift_16717_224,Đà Nẵng mùa nào đẹp nhất,ask_location_feature,0.876,Đà Nẵng,,0,2026-05-05 07:46:58.393591,reference
drift_55992_907,Đà Lạt có gì đẹp,ask_location_feature,0.85,Đà Lạt,,0,2026-05-05 08:08:36.015619,reference
drift_47859_202,muốn cắm trại ở Vũng Tàu,search_activity,0.912,Vũng Tàu,,0,2026-05-05 08:30:13.637646,reference
drift_75218_304,hey,greet,0.869,,,0,2026-05-05 08:51:51.259674,reference
drift_44353_428,muốn đi du lịch Sapa 2 triệu nha,search_travel,0.864,Sapa,,0,2026-05-05 09:13:28.881701,reference
drift_27047_747,hoàn tiền thế nào bot ơi,ask_policy_booking,0.926,,,0,2026-05-05 09:35:06.503729,reference
drift_41362_664,muốn lặn san hô ở Hà Nội,search_activity,0.884,Hà Nội,,0,2026-05-05 09:56:44.125756,reference
drift_15156_19,Đà Nẵng có gì chơi nha,ask_location_feature,0.897,Đà Nẵng,,0,2026-05-05 10:18:21.747784,reference
drift_51636_100,du lịch tiết kiệm nhé,search_price,0.948,,,0,2026-05-05 10:39:59.369811,reference
drift_69513_700,có chỗ nào đạp xe không,search_activity,0.988,,,0,2026-05-05 11:01:36.991839,reference
drift_76024_737,tour giá rẻ ạ,search_price,0.858,,10000000.0,0,2026-05-05 11:23:14.613867,reference
drift_73969_56,có được hoàn không,ask_policy_booking,0.967,,,0,2026-05-05 11:44:52.235894,reference
drift_34779_191,khoảng 3 ngày 3 đêm ạ,inform,0.891,,5000000.0,0,2026-05-05 12:06:29.857922,reference
drift_70109_780,không có nha,deny,0.978,,,0,2026-05-05 12:28:07.479949,reference
drift_34447_380,Đà Nẵng có gì chơi,ask_location_feature,0.897,Đà Nẵng,,0,2026-05-05 12:49:45.101977,reference
drift_19422_807,tháng 2 shop,inform,0.868,,20000000.0,0,2026-05-05 13:11:22.724004,reference
drift_32089_508,muốn đi du lịch Huế 3 triệu,search_travel,0.903,Huế,,0,2026-05-05 13:33:00.346032,reference
drift_89852_413,muốn đạp xe ở Hội An,search_activity,0.934,Hội An,,0,2026-05-05 13:54:37.968059,reference
drift_99527_610,lịch trình tour Đà Nẵng nha,ask_tour_info,0.985,Đà Nẵng,2000000.0,0,2026-05-05 14:16:15.590087,reference
drift_36718_956,chèo thuyền,inform,0.866,,10000000.0,0,2026-05-05 14:37:53.212114,reference
drift_62957_163,phương tiện đi Nha Trang nhé,ask_transportation,0.863,Nha Trang,,0,2026-05-05 14:59:30.834142,reference
drift_44051_230,có homestay nào ở Vũng Tàu không bot ơi,search_accommodation,0.938,Vũng Tàu,15000000.0,0,2026-05-05 15:21:08.456169,reference
drift_35482_27,đi Nha Trang mùa nào đẹp,search_travel,0.94,Nha Trang,3000000.0,0,2026-05-05 15:42:46.078197,reference
drift_38209_891,ừ nhé,affirm,0.914,,,0,2026-05-05 16:04:23.700225,reference
drift_34051_255,cảm ơn,goodbye,0.927,,,0,2026-05-05 16:26:01.322252,reference
drift_60329_293,có tour nào đi Huế không,search_travel,0.931,Huế,,0,2026-05-05 16:47:38.944280,reference
drift_47571_270,có quán nào ngon ở Hội An bot ơi,search_food_dining,0.917,Hội An,,0,2026-05-05 17:09:16.566307,reference
